matched_pair_id,pair_source,pair_role,claim,pure_binary_label,original_verdict,normalised_rating,financial_matches,word_count,pair_has_shared_concept,pair_shared_concept_count,pair_concept_jaccard,pair_word_difference,date_published,url,claim_id,row_id,finance_relevant,label_valid,standalone_claim,no_editorial_framing,keep,audit_notes,automatic_editorial_flag,automatic_long_claim_flag,automatic_large_pair_length_gap,automatic_no_shared_concept,row_risk_score,audit_priority
africa_check_024,Africa Check,genuine,"""Tax collections for the first half of the current financial year rose at the fastest pace since president Uhuru Kenyatta took power in 2013 …""",genuine,correct,True,['tax'],25,True,1,1.0,8,2022-02-07T00:00:00,https://africacheck.org/fact-checks/reports/kenyan-newspaper-right-tax-revenue-rose-fastest-under-president-kenyatta,19011,17078,,,,,,,False,False,False,False,0,55
africa_check_024,Africa Check,misleading,Photo of 2018 fuel tax protest in France – not demonstrators 'unleashing truth variant' against Covid measures,misleading,false,False,['tax'],17,True,1,1.0,8,2021-07-28T00:00:00,https://africacheck.org/fact-checks/meta-programme-fact-checks/photo-2018-fuel-tax-protest-france-not-demonstrators,18502,16560,,,,,,,False,False,False,False,0,55
grass_fact_check_002,Grass Fact Check,genuine,2017 is the first year when part of the trade deficit was covered by the sum of tourism and direct investments,genuine,true,True,"['deficit', 'trade']",21,True,2,1.0,8,2019-02-07T00:00:00,https://factcheck.ge/en/story/37964-2017-is-the-first-year-when-part-of-the-trade-deficit-was-covered-by-the-sum-of-tourism-and-direct-investments,43707,43879,,,,,,,False,False,False,False,0,56
grass_fact_check_002,Grass Fact Check,misleading,"""Import dependency has decreased. In 2019, the trade deficit was at a historic low and our trade balance showed a maximal improvement because export had increased significantly by 12%""",misleading,false,False,"['deficit', 'trade']",29,True,2,1.0,8,2020-06-22T00:00:00,https://factcheck.ge/en/story/38502--import-dependency-has-decreased-in-2019-the-trade-deficit-was-at-a-historic-low-and-our-trade-balance-showed-a-maximal-improvement-because-export-had-increased-significantly-by-12,43997,44169,,,,,,,False,False,False,False,0,56
politifact_170,PolitiFact,genuine,"""I ended up my time as governor with a general fund budget that was smaller than the one I started with.""",genuine,true,True,['budget'],21,True,1,1.0,8,2012-07-27T00:00:00,https://www.politifact.com/factchecks/2012/jul/27/tim-kaine/tim-kaine-says-general-fund-budget-shrank-when-he-/,70645,73146,,,,,,,False,False,False,False,0,57
politifact_170,PolitiFact,misleading,"Says library district would come ""at no direct cost to the city budget.""",misleading,false,False,['budget'],13,True,1,1.0,8,2012-08-10T00:00:00,https://www.politifact.com/factchecks/2012/aug/10/multnomah-county-library-foundation/would-library-taxing-district-reduce-portlands-bud/,70671,73172,,,,,,,False,False,False,False,0,57
snopes_069,Snopes,genuine,"In June 2024, Joe Biden's reelection campaign accurately claimed that core inflation in the U.S. was at its lowest since April 2021.",genuine,true,True,['inflation'],22,True,1,1.0,8,2024-06-21T18:38:58,https://www.snopes.com/fact-check/inflation-lowest-since-april-2021/,81144,84138,,,,,,,False,False,False,False,0,58
snopes_069,Snopes,misleading,Inflation was at 9% when U.S. President Joe Biden took office in January 2021.,misleading,false,False,['inflation'],14,True,1,1.0,8,2024-05-10T18:48:21,https://www.snopes.com/fact-check/biden-inflation-rate-took-office/,1864,84378,,,,,,,False,False,False,False,0,58
africa_check_023,Africa Check,genuine,"In Tshwane, the DA inherited a R1 billion deficit from the ANC and turned it into a surplus in a year.",genuine,correct,True,['deficit'],21,True,1,1.0,7,2019-03-28T00:00:00,https://africacheck.org/fact-checks/reports/settling-long-running-da-anc-spat-over-city-tshwane-finances,16288,14293,,,,,,,False,False,False,False,0,59
africa_check_023,Africa Check,misleading,Claim that Jonathan left Nigeria with 7 trillion naira deficit does not add up,misleading,fake,False,['deficit'],14,True,1,1.0,7,2015-08-04T00:00:00,https://africacheck.org/fact-checks/reports/claim-jonathan-left-nigeria-7-trillion-naira-deficit-does-not-add,15730,13731,,,,,,,False,False,False,False,0,59
politifact_012,PolitiFact,genuine,"Wisconsin's 2019-21 budget produced the first positive general fund balance since 2000, and the governor's proposed 2021-23 budget would return it to a deficit.",genuine,true,True,"['budget', 'deficit']",24,True,2,1.0,7,2021-05-25T00:00:00,https://www.politifact.com/factchecks/2021/may/25/wisconsin-republican-legislative-leaders/yes-evers-proposed-budget-would-return-states-gene/,75866,78468,,,,,,,False,False,False,False,0,60
politifact_012,PolitiFact,misleading,"Says Democrats racked up a $1 billion state deficit, while Republicans under Bill O'Brien balanced the budget.",misleading,false,False,"['budget', 'deficit']",17,True,2,1.0,7,2012-07-29T00:00:00,https://www.politifact.com/factchecks/2012/jul/29/new-boston-republican-committee/new-boston-gop-says-dems-left-deficit/,70651,73152,,,,,,,False,False,False,False,0,60
politifact_168,PolitiFact,genuine,"""Ohio's laws are now the worst in the nation. Things have gotten so bad that it is legal to charge 594 percent interest on loans.""",genuine,true,True,['loan'],25,True,1,1.0,7,2018-06-08T00:00:00,https://www.politifact.com/factchecks/2018/jun/08/richard-cordray/richard-cordray-says-ohio-payday-lending-law-worst/,73591,76105,,,,,,,False,False,False,False,0,61
politifact_168,PolitiFact,misleading,"Elon Musk tweeted, ""The fact that an 18 year old can't take out a $10,000 business loan"" but ""can take out a $100,000 student loan tells you everything you need to know.""",misleading,false,False,['loan'],32,True,1,1.0,7,2022-04-29T00:00:00,https://www.politifact.com/factchecks/2022/apr/29/facebook-posts/no-trace-elon-musk-tweeting-about-twisted-logic-lo/,76622,79266,,,,,,,False,False,False,False,0,61
snopes_066,Snopes,genuine,"The COVID-19 stimulus package signed into law by President Joe Biden in March 2021 increases payments for recipients of the Child Tax Credit, and families can receive a portion of that credit in monthly installments.",genuine,true,True,['tax'],35,True,1,1.0,7,2021-05-18T08:58:32,https://www.snopes.com/fact-check/expanded-child-tax-credit-2021/,86162,89342,,,,,,,False,False,False,False,0,62
snopes_066,Snopes,misleading,"Under the 2017 tax overhaul legislation currently making its way through Congress, all deductions for business-related expenses incurred by small business owners and the self-employed would be eliminated.",misleading,false,False,['tax'],28,True,1,1.0,7,2017-12-04T13:29:13,https://www.snopes.com/fact-check/tax-bill-small-business-deductions/,91301,94673,,,,,,,False,False,False,False,0,62
snopes_067,Snopes,genuine,"In May 2021, Montana Gov. Greg Gianforte announced the state will end its participation in federal pandemic-related unemployment benefit programs.",genuine,true,True,['employment'],20,True,1,1.0,7,2021-05-09T10:09:57,https://www.snopes.com/fact-check/montana-cancel-unemployment/,86217,89399,,,,,,,False,False,False,False,0,63
snopes_067,Snopes,misleading,"In the summer of 2018, President Donald Trump donated his entire $400,000 annual salary to the Department of the Interior for the purpose of rebuilding military cemeteries.",misleading,false,False,['employment'],27,True,1,1.0,7,2018-08-03T13:55:17,https://www.snopes.com/fact-check/trump-salary-military-cemeteries/,84252,87364,,,,,,,False,False,False,False,0,63
snopes_068,Snopes,genuine,Campaign staffers for U.S. Democratic 2020 presidential candidate Joe Biden contributed to a bailout fund for protesters arrested after the police in-custody death of George Floyd.,genuine,true,True,['financial_distress'],26,True,1,1.0,7,2020-08-05T12:47:52,https://www.snopes.com/fact-check/biden-staffers-bailout-fund/,87991,91215,,,,,,,False,False,False,False,0,64
snopes_068,Snopes,misleading,The Jacksonville Jaguars filed for bankruptcy in December 2017 after NFL fans boycotted the league due to player protests.,misleading,false,False,['financial_distress'],19,True,1,1.0,7,2017-12-06T09:09:23,https://www.snopes.com/fact-check/did-nfl-team-declare-bankruptcy-protests/,91312,94684,,,,,,,False,False,False,False,0,64
africa_check_022,Africa Check,genuine,"""The duty waiver was made in April… and we actually asked importers to import maize from as early as 1 month ago""",genuine,correct,True,['trade'],22,True,1,1.0,6,2017-05-21T00:00:00,https://africacheck.org/fact-checks/reports/fact-checking-kenyas-deputy-president-maize-imports-debt-electricity-police,15958,13961,,,,,,,False,False,False,False,0,65
africa_check_022,Africa Check,misleading,"No, Nigeria's food regulator has not banned instant noodles imports over fears they may cause cancer",misleading,fake,False,['trade'],16,True,1,1.0,6,2023-05-30T00:00:00,https://africacheck.org/fact-checks/meta-programme-fact-checks/no-nigerias-food-regulator-has-not-banned-instant-noodles,20023,18104,,,,,,,False,False,False,False,0,65
dubawa_007,Dubawa,genuine,"The chairman of the Presidential Tax and Fiscal Policy Reform, Taiwo Oyedele, claimed that the 774 local governments in Nigeria did not receive up to N50 billion cumulatively in 2022.",genuine,true,True,['tax'],30,True,1,1.0,6,2024-01-25T12:53:25,https://dubawa.org/tinubus-aides-comment-on-local-government-funds-false/,29312,28410,,,,,,,False,False,False,False,0,66
dubawa_007,Dubawa,misleading,"A report has gone viral, claiming that passengers travelling by air to Sierra Leone will start paying $165 more in taxes from December 1.",misleading,false,False,['tax'],24,True,1,1.0,6,2023-10-21T14:16:00,https://dubawa.org/false-no-new-165-tax-for-passengers/,29426,28525,,,,,,,False,False,False,False,0,66
politifact_011,PolitiFact,genuine,"Says the proposed fiscal year 2013 budget ""is still below the level of state spending when I took office.""",genuine,true,True,"['budget', 'public_spending']",19,True,2,1.0,6,2012-03-08T00:00:00,https://www.politifact.com/factchecks/2012/mar/08/chris-christie/chris-christie-claims-proposed-budget-smaller-leve/,70380,72881,,,,,,,False,False,False,False,0,67
politifact_011,PolitiFact,misleading,"Says her accomplishments include ""a fiscally responsible budget agreement that controls state spending.""",misleading,pants-fire,False,"['budget', 'public_spending']",13,True,2,1.0,6,2012-03-14T00:00:00,https://www.politifact.com/factchecks/2012/mar/14/chris-telfer/can-chris-telfer-claim-credit-budget-re-balance-cl/,68737,71238,,,,,,,False,False,False,False,0,67
politifact_164,PolitiFact,genuine,"""For every extra year a girl goes to school, her income goes up 12 percent.""",genuine,true,True,['income'],15,True,1,1.0,6,2017-02-22T00:00:00,https://www.politifact.com/factchecks/2017/feb/22/bono/bono-each-year-school-adds-12-womans-income/,63779,66266,,,,,,,False,False,False,False,0,68
politifact_164,PolitiFact,misleading,"Congress has passed a $6,400 subsidy for low-income Americans.",misleading,false,False,['income'],9,True,1,1.0,6,2024-01-19T00:00:00,https://www.politifact.com/factchecks/2024/jan/19/facebook-posts/congress-has-not-passed-a-6400-subsidy-for-low-inc/,58838,61114,,,,,,,False,False,False,False,0,68
politifact_165,PolitiFact,genuine,"""One industry in America has increased its employment base in the last four years by 176,000 people: the United States government.""",genuine,true,True,['employment'],21,True,1,1.0,6,2012-10-26T00:00:00,https://www.politifact.com/factchecks/2012/oct/26/johnny-isakson/need-job-obamas-hiring-georgia-senator-says/,67859,70358,,,,,,,False,False,False,False,0,69
politifact_165,PolitiFact,misleading,"Says the Clinton Foundation ""gave ONLY $5 million to charities, spent $85 million for their salaries & travels and KEPT the rest = $87 million"" in 2014.",misleading,false,False,['employment'],27,True,1,1.0,6,2019-12-09T00:00:00,https://www.politifact.com/factchecks/2019/dec/09/viral-image/old-hoax-about-clinton-foundation-resurfaces-faceb/,74415,76960,,,,,,,False,False,False,False,0,69
politifact_166,PolitiFact,genuine,"""Since 1961 … our private economy has produced 66 million private-sector jobs. So what's the jobs score? Republicans 24 million, Democrats 42 .""",genuine,true,True,['macroeconomy'],23,True,1,1.0,6,2012-09-06T00:00:00,https://www.politifact.com/factchecks/2012/sep/06/bill-clinton/bill-clinton-says-democratic-presidents-top-republ/,68078,70578,,,,,,,False,False,False,False,0,70
politifact_166,PolitiFact,misleading,"Says Gov. John Kasich incorrectly claimed Ohio's economy was 38th in the nation when he took office. ""We were sixth in the nation in terms of economic job growth.""",misleading,false,False,['macroeconomy'],29,True,1,1.0,6,2012-10-25T00:00:00,https://www.politifact.com/factchecks/2012/oct/25/ted-strickland/ted-strickland-claims-john-kasich-undersold-condit/,70850,73351,,,,,,,False,False,False,False,0,70
politifact_167,PolitiFact,genuine,"Says ""as a share of the US economy, the government's support for research and development has fallen by nearly two-thirds since the 1960s.""",genuine,true,True,['macroeconomy'],23,True,1,1.0,6,2011-09-26T00:00:00,https://www.politifact.com/factchecks/2011/sep/26/rush-holt/us-rep-rush-holt-says-government-support-research-/,70066,72567,,,,,,,False,False,False,False,0,71
politifact_167,PolitiFact,misleading,Black Friday originated in 1904 when enslaved people were sold at a discount to boost the economy.,misleading,false,False,['macroeconomy'],17,True,1,1.0,6,2021-12-01T00:00:00,https://www.politifact.com/factchecks/2021/dec/01/facebook-posts/black-friday-did-not-originate-sale-enslaved-peopl/,76288,78911,,,,,,,False,False,False,False,0,71
politifact_196,PolitiFact,genuine,"The GOP's Obamacare replacement would reduce subsidies that help lower-income people buy health insurance, but also ""expand the entitlement"" by giving subsidies to higher-income people ""that Obamacare never helped.""",genuine,true,True,['income'],29,True,1,0.3333333333333333,6,2017-03-23T00:00:00,https://www.politifact.com/factchecks/2017/mar/23/ron-johnson/gop-obamacare-replacement-cuts-aid-lower-income-pe/,63704,66190,,,,,,,False,False,False,False,0,72
politifact_196,PolitiFact,misleading,"Says the Democratic Party ""took Social Security from the independent 'Trust Fund' and put it into the general fund so that Congress could spend it"" and ""eliminated the income tax deduction for Social Security withholding.""",misleading,false,False,"['tax', 'income', 'pension']",35,True,1,0.3333333333333333,6,2020-01-29T00:00:00,https://www.politifact.com/factchecks/2020/jan/29/facebook-posts/two-pronged-attack-democrats-over-social-security-/,74512,77066,,,,,,,False,False,False,False,0,72
newsmeter_001,NewsMeter,genuine,Ex-PM Lal Bahadur Shastri's wife repaid Rs 5K loan taken from PNB after his death,genuine,true,True,['loan'],15,True,1,1.0,5,2020-10-04T04:00:22,https://newsmeter.in/ex-pm-lal-bahadur-shastris-wife-repaid-rs-5k-loan-taken-from-pnb-after-his-death/,52083,53506,,,,,,,False,False,False,False,0,73
newsmeter_001,NewsMeter,misleading,M.K Stalin has said DMK party will not be able to keep its promises on waiving education and agricultural loans.,misleading,false,False,['loan'],20,True,1,1.0,5,2022-01-30T10:42:43,https://newsmeter.in/fact-check/fact-check-tamil-nadu-cm-stalin-did-not-go-back-on-his-poll-promises-viral-post-is-fake-690560,50807,51991,,,,,,,False,False,False,False,0,73
politifact_009,PolitiFact,genuine,"""There's no real evidence in the last 20 years that"" growth from tax cuts has made up lost revenue.",genuine,true,True,"['tax', 'company_finance']",19,True,2,1.0,5,2017-04-28T00:00:00,https://www.politifact.com/factchecks/2017/apr/28/rana-foroohar/trumps-tax-plan-prompts-question-can-tax-cuts-real/,63624,66110,,,,,,,False,False,False,False,0,74
politifact_009,PolitiFact,misleading,"George Allen's flat tax ""plan would actually shrink revenues further than the Perry plan.""",misleading,false,False,"['tax', 'company_finance']",14,True,2,1.0,5,2011-11-15T00:00:00,https://www.politifact.com/factchecks/2011/nov/15/tim-kaine/tim-kaine-says-george-allen-flat-tax-plan-shrinks-/,69091,71592,,,,,,,False,False,False,False,0,74
politifact_010,PolitiFact,genuine,"Joe Biden's $36 billion for a union pension fund is ""the largest private pension bailout in American history.""",genuine,true,True,"['pension', 'financial_distress']",18,True,2,1.0,5,2022-12-14T00:00:00,https://www.politifact.com/factchecks/2022/dec/14/kevin-brady/bidens-36-billion-to-save-teamsters-fund-from-inso/,77142,79804,,,,,,,False,False,False,False,0,75
politifact_010,PolitiFact,misleading,"As written, the bill includes a bailout of Chicago's broken teacher pension system.",misleading,false,False,"['pension', 'financial_distress']",13,True,2,1.0,5,2017-08-01T00:00:00,https://www.politifact.com/factchecks/2017/aug/01/bruce-rauner/rauners-chicago-schools-bailout-claim-rooted-polit/,63415,65898,,,,,,,False,False,False,False,0,75
politifact_015,PolitiFact,genuine,"""Middle-class income rose to a record level in 2017 as the strong economy lifted the fortunes of more Americans.""",genuine,true,True,"['income', 'macroeconomy']",19,True,2,0.6666666666666666,5,2018-11-15T00:00:00,https://www.politifact.com/factchecks/2018/nov/15/west-virginia-republican-party/did-median-incomes-hit-record-level-2017/,73853,76373,,,,,,,False,False,False,False,0,76
politifact_015,PolitiFact,misleading,"Says Chris Christie's plan ""to kick-start our economy"" is to propose an ""income tax cut that disproportionately benefits the wealthy, and...he's still proposing it.""",misleading,pants-fire,False,"['tax', 'income', 'macroeconomy']",24,True,2,0.6666666666666666,5,2013-01-24T00:00:00,https://www.politifact.com/factchecks/2013/jan/24/barbara-buono/barbara-buono-claims-chris-christie-still-proposin/,67676,70175,,,,,,,False,False,False,False,0,76
politifact_161,PolitiFact,genuine,"""We now have more job openings than we do people who are on unemployment. We have 60% more job openings today than we did the month before the pandemic hit the state of Texas.""",genuine,true,True,['employment'],34,True,1,1.0,5,2021-05-21T00:00:00,https://www.politifact.com/factchecks/2021/may/21/greg-abbott/job-openings-texas-match-number-people-unemploymen/,60459,62821,,,,,,,False,False,False,False,0,77
politifact_161,PolitiFact,misleading,"Says Donald Trump tweeted that the Confederate flag is ""a symbol of LOVE!! Plantations kept black people employed and gave them free food and housing!!! Black unemployment was VERY low back then like now with ME as your President!!""",misleading,pants-fire,False,['employment'],39,True,1,1.0,5,2020-07-20T00:00:00,https://www.politifact.com/factchecks/2020/jul/20/viral-image/no-trump-didnt-tweet-about-confederate-flag/,75034,77607,,,,,,,False,False,False,False,0,77
politifact_162,PolitiFact,genuine,"Says ""nearly 29,000 Oregonians — almost 5 percent of all homeowners — are 90 days or more delinquent on their mortgage.""",genuine,true,True,['interest_mortgage'],21,True,1,1.0,5,2013-08-09T00:00:00,https://www.politifact.com/factchecks/2013/aug/09/ellen-rosenblum/are-5-percent-homeowners-really-90-days-or-behind-/,71172,73673,,,,,,,False,False,False,False,0,78
politifact_162,PolitiFact,misleading,Donald Trump paid off the mortgage of a man who helped him fix a flat tire.,misleading,false,False,['interest_mortgage'],16,True,1,1.0,5,2024-03-29T00:00:00,https://www.politifact.com/factchecks/2024/mar/29/facebook-posts/no-donald-trump-did-not-pay-off-the-mortgage-of-a/,2638,80782,,,,,,,False,False,False,False,0,78
politifact_163,PolitiFact,genuine,"""Big soda has a lot of money. They make a lot of profit off their product and they market in neighborhoods that suffer from these very things that we're trying to cure.""",genuine,true,True,['company_finance'],32,True,1,1.0,5,2016-03-30T00:00:00,https://www.politifact.com/factchecks/2016/mar/30/jim-kenney/big-soda-and-profits-mayor-kenney-convinced-it-ear/,72412,74919,,,,,,,False,False,False,False,0,79
politifact_163,PolitiFact,misleading,"Says the Internal Revenue Service estimated it must hire ""16,500 agents at a cost of $10 billion to the taxpayer"" to enforce the federal health care overhaul.",misleading,false,False,['company_finance'],27,True,1,1.0,5,2011-05-04T00:00:00,https://www.politifact.com/factchecks/2011/may/04/saxby-chambliss/us-sen-chambliss-says-16500-irs-agents-needed-heal/,69801,72302,,,,,,,False,False,False,False,0,79
snopes_064,Snopes,genuine,Activists with the climate group Extinction Rebellion have broken windows of banks in London as part of protest against financial institutions that support the fossil fuel industry.,genuine,true,True,['banking'],27,True,1,1.0,5,2021-04-25T11:58:30,https://www.snopes.com/fact-check/xr-breaking-windows/,86314,89497,,,,,,,False,False,False,False,0,80
snopes_064,Snopes,misleading,"Someone once wrote a check on the side of a cow, and the bovine check was accepted and cashed by the bank.",misleading,false,False,['banking'],22,True,1,1.0,5,1998-12-31T00:00:00,https://www.snopes.com/fact-check/check-on-side-of-cow/,99341,102811,,,,,,,False,False,False,False,0,80
snopes_065,Snopes,genuine,A bank issued a credit card to a tree,genuine,true,True,['banking'],9,True,1,1.0,5,2000-12-03T12:00:00,https://www.snopes.com/fact-check/money-tree/,98878,102347,,,,,,,False,False,False,False,0,81
snopes_065,Snopes,misleading,"After a bank failure, the FDIC has 99 years to pay back insured deposits",misleading,false,False,['banking'],14,True,1,1.0,5,2008-09-24T12:00:00,https://www.snopes.com/fact-check/fdic-you/,97004,100466,,,,,,,False,False,False,False,0,81
africa_check_021,Africa Check,genuine,Zimbabwe continues to import electricity from South Africa,genuine,correct,True,['trade'],8,True,1,1.0,4,2018-09-26T00:00:00,https://africacheck.org/fact-checks/reports/yes-neighbourly-south-africa-helps-keep-zimbabwes-lights,16235,14240,,,,,,,False,False,False,False,0,82
africa_check_021,Africa Check,misleading,"Nigeria's Democracy Day speech: Fact-checking sovereign savings, rice imports & infrastructure spend",misleading,false,False,['trade'],12,True,1,1.0,4,2017-06-14T00:00:00,https://africacheck.org/fact-checks/reports/nigerias-democracy-day-speech-fact-checking-sovereign-savings-rice-imports,15948,13951,,,,,,,False,False,False,False,0,82
dubawa_006,Dubawa,genuine,"The presidential candidate of the All Progressives Congress , Bola Tinubu, stated that the solid minerals sector contributed less than one per cent to Nigeria's GDP",genuine,true,True,['macroeconomy'],26,True,1,1.0,4,2022-11-25T16:24:00,https://dubawa.org/tinubus-claim-that-solid-minerals-contribute-less-than-one-per-cent-to-nigerias-gdp-is-true/,29784,28894,,,,,,,False,False,False,False,0,83
dubawa_006,Dubawa,misleading,"The Vice Presidential candidate of the All Progressives Congress, Kashim Shettima, claims that Lagos State is the third largest economy in Africa.",misleading,false,False,['macroeconomy'],22,True,1,1.0,4,2022-08-30T11:09:08,https://dubawa.org/is-lagos-the-third-largest-economy-in-africa-as-shettima-claims/,29821,28932,,,,,,,False,False,False,False,0,83
grass_fact_check_011,Grass Fact Check,genuine,"The larisation programme, which supposedly was to solve the loan problem, has effectively failed",genuine,true,True,['loan'],14,True,1,1.0,4,2019-02-12T00:00:00,https://factcheck.ge/en/story/37973-the-larisation-programme-which-supposedly-was-to-solve-the-loan-problem-has-effectively-failed,43709,43881,,,,,,,False,False,False,False,0,84
grass_fact_check_011,Grass Fact Check,misleading,"""As if pensioners did not have enough with loans for medication, now Kaladze added more for transport passes.""",misleading,lie,False,['loan'],18,True,1,1.0,4,2022-02-14T00:00:00,https://factcheck.ge/en/story/40432--as-if-pensioners-did-not-have-enough-with-loans-for-medication-now-kaladze-added-more-for-transport-passes,44261,44436,,,,,,,False,False,False,False,0,84
grass_fact_check_012,Grass Fact Check,genuine,"If the Government of Georgia decides to index pensions, possible annual growth of pensions will be GEL 8-11 only",genuine,true,True,['pension'],19,True,1,1.0,4,2019-01-18T00:00:00,https://factcheck.ge/en/story/37924-if-the-government-of-georgia-decides-to-index-pensions-possible-annual-growth-of-pensions-will-be-gel-8-11-only,43857,44029,,,,,,,False,False,False,False,0,85
grass_fact_check_012,Grass Fact Check,misleading,"""The pension is much lower as compared to when the Georgian Dream came to power.""",misleading,false,False,['pension'],15,True,1,1.0,4,2021-06-07T00:00:00,https://factcheck.ge/en/story/39584--the-pension-is-much-lower-as-compared-to-when-the-georgian-dream-came-to-power,44132,44304,,,,,,,False,False,False,False,0,85
grass_fact_check_013,Grass Fact Check,genuine,"""You have issues utilising your income. You have failed to implement nine out of 16 programmes.""",genuine,true,True,['income'],16,True,1,1.0,4,2023-12-12T00:00:00,https://factcheck.ge/en/story/42442--you-have-issues-utilising-your-income-you-have-failed-to-implement-nine-out-of-16-programmes,44487,44664,,,,,,,False,False,False,False,0,86
grass_fact_check_013,Grass Fact Check,misleading,"""Georgia surpasses six European Union member countries and all of the EU candidate countries in terms of gross national income.""",misleading,false,False,['income'],20,True,1,1.0,4,2024-07-30T00:00:00,https://factcheck.ge/en/story/43097--georgia-surpasses-six-european-union-member-countries-and-all-of-the-eu-candidate-countries-in-terms-of-gross-national-income,44436,44613,,,,,,,False,False,False,False,0,86
grass_fact_check_020,Grass Fact Check,genuine,"""The Ministry of Finance failed to meet the requirements of the law and did not divide the income tax between the centre and the local self-government.""",genuine,true,True,"['tax', 'income']",26,True,1,0.5,4,2014-11-13T00:00:00,https://factcheck.ge/en/story/15157-the-ministry-of-finance-failed-to-meet-the-requirements-of-the-law-and-did-not-divide-the-income-tax-between-the-centre-and-the-local-self-government,43782,43954,,,,,,,False,False,False,False,0,87
grass_fact_check_020,Grass Fact Check,misleading,The volume of additional taxes paid by the enterprises which received funding as part of the Preferential Agro-Credit project already exceeds the money spent by the state for the project,misleading,false,False,['tax'],30,True,1,0.5,4,2019-10-03T00:00:00,https://factcheck.ge/en/story/38215-the-volume-of-additional-taxes-paid-by-the-enterprises-which-received-funding-as-part-of-the-preferential-agro-credit-project-already-exceeds-the-money-spent-by-the-state-for-the-project,43642,43814,,,,,,,False,False,False,False,0,87
