pair_id,split,dataset,repetition,seed
train_pair_0384,train,liar2_finance,1,11
train_pair_0655,train,liar2_finance,1,11
train_pair_0667,train,liar2_finance,1,11
train_pair_0726,train,liar2_finance,1,11
test_pair_0045,train,liar2_finance,1,11
train_pair_0740,train,liar2_finance,1,11
train_pair_0291,train,liar2_finance,1,11
train_pair_0450,train,liar2_finance,1,11
train_pair_0809,train,liar2_finance,1,11
train_pair_0737,train,liar2_finance,1,11
train_pair_0431,train,liar2_finance,1,11
train_pair_0670,train,liar2_finance,1,11
train_pair_0365,train,liar2_finance,1,11
train_pair_0432,train,liar2_finance,1,11
train_pair_0552,train,liar2_finance,1,11
train_pair_0699,train,liar2_finance,1,11
validation_pair_0082,train,liar2_finance,1,11
train_pair_0592,train,liar2_finance,1,11
train_pair_0759,train,liar2_finance,1,11
train_pair_0460,train,liar2_finance,1,11
train_pair_0461,train,liar2_finance,1,11
train_pair_0653,train,liar2_finance,1,11
train_pair_0406,train,liar2_finance,1,11
train_pair_0300,train,liar2_finance,1,11
train_pair_0378,train,liar2_finance,1,11
test_pair_0063,train,liar2_finance,1,11
train_pair_0662,train,liar2_finance,1,11
test_pair_0042,train,liar2_finance,1,11
validation_pair_0010,train,liar2_finance,1,11
train_pair_0482,train,liar2_finance,1,11
train_pair_0314,train,liar2_finance,1,11
test_pair_0002,train,liar2_finance,1,11
train_pair_0588,train,liar2_finance,1,11
validation_pair_0004,train,liar2_finance,1,11
train_pair_0769,train,liar2_finance,1,11
train_pair_0364,train,liar2_finance,1,11
test_pair_0081,train,liar2_finance,1,11
train_pair_0792,train,liar2_finance,1,11
train_pair_0526,train,liar2_finance,1,11
test_pair_0003,train,liar2_finance,1,11
train_pair_0462,train,liar2_finance,1,11
test_pair_0050,train,liar2_finance,1,11
validation_pair_0002,train,liar2_finance,1,11
train_pair_0190,train,liar2_finance,1,11
train_pair_0548,train,liar2_finance,1,11
train_pair_0149,train,liar2_finance,1,11
validation_pair_0075,train,liar2_finance,1,11
train_pair_0128,train,liar2_finance,1,11
train_pair_0646,train,liar2_finance,1,11
train_pair_0026,train,liar2_finance,1,11
validation_pair_0019,train,liar2_finance,1,11
train_pair_0069,train,liar2_finance,1,11
train_pair_0716,train,liar2_finance,1,11
train_pair_0577,train,liar2_finance,1,11
train_pair_0408,train,liar2_finance,1,11
train_pair_0208,train,liar2_finance,1,11
train_pair_0681,train,liar2_finance,1,11
train_pair_0081,train,liar2_finance,1,11
train_pair_0486,train,liar2_finance,1,11
train_pair_0751,train,liar2_finance,1,11
train_pair_0663,train,liar2_finance,1,11
train_pair_0583,train,liar2_finance,1,11
train_pair_0233,train,liar2_finance,1,11
test_pair_0004,train,liar2_finance,1,11
validation_pair_0031,train,liar2_finance,1,11
train_pair_0101,train,liar2_finance,1,11
test_pair_0014,train,liar2_finance,1,11
train_pair_0678,train,liar2_finance,1,11
train_pair_0423,train,liar2_finance,1,11
train_pair_0005,train,liar2_finance,1,11
test_pair_0061,train,liar2_finance,1,11
train_pair_0197,train,liar2_finance,1,11
train_pair_0066,train,liar2_finance,1,11
test_pair_0054,train,liar2_finance,1,11
train_pair_0298,train,liar2_finance,1,11
train_pair_0488,train,liar2_finance,1,11
train_pair_0762,train,liar2_finance,1,11
train_pair_0299,train,liar2_finance,1,11
train_pair_0507,train,liar2_finance,1,11
validation_pair_0113,train,liar2_finance,1,11
train_pair_0547,train,liar2_finance,1,11
validation_pair_0094,train,liar2_finance,1,11
train_pair_0422,train,liar2_finance,1,11
train_pair_0199,train,liar2_finance,1,11
train_pair_0469,train,liar2_finance,1,11
test_pair_0073,train,liar2_finance,1,11
train_pair_0612,train,liar2_finance,1,11
train_pair_0016,train,liar2_finance,1,11
train_pair_0186,train,liar2_finance,1,11
train_pair_0209,train,liar2_finance,1,11
train_pair_0021,train,liar2_finance,1,11
train_pair_0323,train,liar2_finance,1,11
train_pair_0070,train,liar2_finance,1,11
validation_pair_0063,train,liar2_finance,1,11
train_pair_0297,train,liar2_finance,1,11
train_pair_0750,train,liar2_finance,1,11
test_pair_0048,train,liar2_finance,1,11
train_pair_0161,train,liar2_finance,1,11
test_pair_0049,train,liar2_finance,1,11
train_pair_0582,train,liar2_finance,1,11
train_pair_0695,train,liar2_finance,1,11
train_pair_0735,train,liar2_finance,1,11
test_pair_0008,train,liar2_finance,1,11
validation_pair_0024,train,liar2_finance,1,11
train_pair_0366,train,liar2_finance,1,11
train_pair_0065,train,liar2_finance,1,11
train_pair_0623,train,liar2_finance,1,11
test_pair_0026,train,liar2_finance,1,11
test_pair_0080,train,liar2_finance,1,11
train_pair_0401,train,liar2_finance,1,11
train_pair_0039,train,liar2_finance,1,11
train_pair_0216,train,liar2_finance,1,11
train_pair_0500,train,liar2_finance,1,11
train_pair_0296,train,liar2_finance,1,11
train_pair_0148,train,liar2_finance,1,11
train_pair_0541,train,liar2_finance,1,11
train_pair_0189,train,liar2_finance,1,11
train_pair_0594,train,liar2_finance,1,11
train_pair_0788,train,liar2_finance,1,11
train_pair_0518,train,liar2_finance,1,11
validation_pair_0018,train,liar2_finance,1,11
train_pair_0479,train,liar2_finance,1,11
train_pair_0368,train,liar2_finance,1,11
train_pair_0803,train,liar2_finance,1,11
test_pair_0087,train,liar2_finance,1,11
train_pair_0042,train,liar2_finance,1,11
test_pair_0005,train,liar2_finance,1,11
train_pair_0398,train,liar2_finance,1,11
validation_pair_0074,train,liar2_finance,1,11
train_pair_0563,train,liar2_finance,1,11
validation_pair_0058,train,liar2_finance,1,11
test_pair_0017,train,liar2_finance,1,11
train_pair_0100,train,liar2_finance,1,11
train_pair_0606,train,liar2_finance,1,11
train_pair_0597,train,liar2_finance,1,11
train_pair_0238,train,liar2_finance,1,11
train_pair_0075,train,liar2_finance,1,11
train_pair_0055,train,liar2_finance,1,11
test_pair_0027,train,liar2_finance,1,11
validation_pair_0032,train,liar2_finance,1,11
train_pair_0723,train,liar2_finance,1,11
train_pair_0036,train,liar2_finance,1,11
train_pair_0402,train,liar2_finance,1,11
train_pair_0608,train,liar2_finance,1,11
train_pair_0388,train,liar2_finance,1,11
train_pair_0599,train,liar2_finance,1,11
train_pair_0348,train,liar2_finance,1,11
train_pair_0062,train,liar2_finance,1,11
train_pair_0811,train,liar2_finance,1,11
train_pair_0369,train,liar2_finance,1,11
validation_pair_0059,train,liar2_finance,1,11
train_pair_0376,train,liar2_finance,1,11
train_pair_0480,train,liar2_finance,1,11
train_pair_0035,train,liar2_finance,1,11
train_pair_0355,train,liar2_finance,1,11
train_pair_0232,train,liar2_finance,1,11
validation_pair_0106,train,liar2_finance,1,11
train_pair_0780,train,liar2_finance,1,11
test_pair_0044,train,liar2_finance,1,11
test_pair_0029,train,liar2_finance,1,11
train_pair_0124,train,liar2_finance,1,11
train_pair_0635,train,liar2_finance,1,11
validation_pair_0078,train,liar2_finance,1,11
train_pair_0575,train,liar2_finance,1,11
train_pair_0153,train,liar2_finance,1,11
train_pair_0121,train,liar2_finance,1,11
train_pair_0050,train,liar2_finance,1,11
train_pair_0200,train,liar2_finance,1,11
train_pair_0391,train,liar2_finance,1,11
train_pair_0132,train,liar2_finance,1,11
validation_pair_0112,train,liar2_finance,1,11
train_pair_0433,train,liar2_finance,1,11
train_pair_0133,train,liar2_finance,1,11
train_pair_0691,train,liar2_finance,1,11
train_pair_0344,train,liar2_finance,1,11
train_pair_0795,train,liar2_finance,1,11
train_pair_0087,train,liar2_finance,1,11
train_pair_0276,train,liar2_finance,1,11
train_pair_0674,train,liar2_finance,1,11
train_pair_0800,train,liar2_finance,1,11
train_pair_0353,train,liar2_finance,1,11
train_pair_0023,train,liar2_finance,1,11
train_pair_0362,train,liar2_finance,1,11
train_pair_0447,train,liar2_finance,1,11
train_pair_0236,train,liar2_finance,1,11
train_pair_0441,train,liar2_finance,1,11
train_pair_0671,train,liar2_finance,1,11
test_pair_0012,train,liar2_finance,1,11
train_pair_0771,train,liar2_finance,1,11
train_pair_0119,train,liar2_finance,1,11
train_pair_0515,train,liar2_finance,1,11
train_pair_0270,train,liar2_finance,1,11
train_pair_0471,train,liar2_finance,1,11
train_pair_0761,train,liar2_finance,1,11
train_pair_0135,train,liar2_finance,1,11
train_pair_0731,train,liar2_finance,1,11
train_pair_0679,train,liar2_finance,1,11
train_pair_0083,train,liar2_finance,1,11
train_pair_0371,train,liar2_finance,1,11
validation_pair_0091,train,liar2_finance,1,11
train_pair_0122,train,liar2_finance,1,11
train_pair_0560,train,liar2_finance,1,11
train_pair_0082,train,liar2_finance,1,11
validation_pair_0062,train,liar2_finance,1,11
train_pair_0311,train,liar2_finance,1,11
train_pair_0786,train,liar2_finance,1,11
train_pair_0092,train,liar2_finance,1,11
train_pair_0449,train,liar2_finance,1,11
train_pair_0317,train,liar2_finance,1,11
train_pair_0468,train,liar2_finance,1,11
train_pair_0185,train,liar2_finance,1,11
train_pair_0617,train,liar2_finance,1,11
train_pair_0191,train,liar2_finance,1,11
train_pair_0491,train,liar2_finance,1,11
test_pair_0019,train,liar2_finance,1,11
test_pair_0022,train,liar2_finance,1,11
train_pair_0609,train,liar2_finance,1,11
train_pair_0146,train,liar2_finance,1,11
train_pair_0160,train,liar2_finance,1,11
test_pair_0064,train,liar2_finance,1,11
train_pair_0045,train,liar2_finance,1,11
train_pair_0470,train,liar2_finance,1,11
train_pair_0411,train,liar2_finance,1,11
train_pair_0127,train,liar2_finance,1,11
train_pair_0593,train,liar2_finance,1,11
train_pair_0279,train,liar2_finance,1,11
train_pair_0533,train,liar2_finance,1,11
train_pair_0091,train,liar2_finance,1,11
train_pair_0172,train,liar2_finance,1,11
test_pair_0077,train,liar2_finance,1,11
test_pair_0032,train,liar2_finance,1,11
train_pair_0213,train,liar2_finance,1,11
validation_pair_0093,train,liar2_finance,1,11
train_pair_0493,train,liar2_finance,1,11
train_pair_0659,train,liar2_finance,1,11
validation_pair_0005,train,liar2_finance,1,11
validation_pair_0068,train,liar2_finance,1,11
train_pair_0700,train,liar2_finance,1,11
train_pair_0437,train,liar2_finance,1,11
train_pair_0211,train,liar2_finance,1,11
test_pair_0057,train,liar2_finance,1,11
validation_pair_0100,train,liar2_finance,1,11
train_pair_0126,train,liar2_finance,1,11
train_pair_0768,train,liar2_finance,1,11
train_pair_0053,train,liar2_finance,1,11
train_pair_0677,train,liar2_finance,1,11
train_pair_0618,train,liar2_finance,1,11
train_pair_0264,train,liar2_finance,1,11
train_pair_0312,train,liar2_finance,1,11
train_pair_0465,train,liar2_finance,1,11
train_pair_0025,train,liar2_finance,1,11
train_pair_0718,train,liar2_finance,1,11
train_pair_0060,train,liar2_finance,1,11
train_pair_0756,train,liar2_finance,1,11
train_pair_0601,train,liar2_finance,1,11
validation_pair_0098,train,liar2_finance,1,11
train_pair_0729,train,liar2_finance,1,11
validation_pair_0109,train,liar2_finance,1,11
train_pair_0459,train,liar2_finance,1,11
train_pair_0019,train,liar2_finance,1,11
train_pair_0703,train,liar2_finance,1,11
train_pair_0212,train,liar2_finance,1,11
train_pair_0633,train,liar2_finance,1,11
train_pair_0054,train,liar2_finance,1,11
validation_pair_0025,train,liar2_finance,1,11
train_pair_0725,train,liar2_finance,1,11
train_pair_0204,train,liar2_finance,1,11
train_pair_0510,train,liar2_finance,1,11
train_pair_0705,train,liar2_finance,1,11
train_pair_0600,train,liar2_finance,1,11
train_pair_0004,train,liar2_finance,1,11
validation_pair_0080,train,liar2_finance,1,11
validation_pair_0012,train,liar2_finance,1,11
validation_pair_0089,train,liar2_finance,1,11
train_pair_0498,train,liar2_finance,1,11
test_pair_0015,train,liar2_finance,1,11
train_pair_0175,train,liar2_finance,1,11
train_pair_0627,train,liar2_finance,1,11
validation_pair_0014,train,liar2_finance,1,11
train_pair_0059,train,liar2_finance,1,11
test_pair_0062,train,liar2_finance,1,11
test_pair_0039,train,liar2_finance,1,11
validation_pair_0045,train,liar2_finance,1,11
train_pair_0435,train,liar2_finance,1,11
train_pair_0346,train,liar2_finance,1,11
train_pair_0048,train,liar2_finance,1,11
train_pair_0555,train,liar2_finance,1,11
validation_pair_0011,train,liar2_finance,1,11
train_pair_0386,train,liar2_finance,1,11
validation_pair_0037,train,liar2_finance,1,11
train_pair_0226,train,liar2_finance,1,11
train_pair_0283,train,liar2_finance,1,11
train_pair_0234,train,liar2_finance,1,11
train_pair_0379,train,liar2_finance,1,11
test_pair_0074,train,liar2_finance,1,11
train_pair_0194,train,liar2_finance,1,11
train_pair_0303,train,liar2_finance,1,11
train_pair_0689,train,liar2_finance,1,11
train_pair_0064,train,liar2_finance,1,11
train_pair_0626,train,liar2_finance,1,11
train_pair_0159,train,liar2_finance,1,11
train_pair_0249,train,liar2_finance,1,11
train_pair_0284,train,liar2_finance,1,11
train_pair_0622,train,liar2_finance,1,11
train_pair_0492,train,liar2_finance,1,11
test_pair_0069,train,liar2_finance,1,11
validation_pair_0049,train,liar2_finance,1,11
train_pair_0141,train,liar2_finance,1,11
train_pair_0034,train,liar2_finance,1,11
train_pair_0747,train,liar2_finance,1,11
train_pair_0131,train,liar2_finance,1,11
validation_pair_0111,train,liar2_finance,1,11
test_pair_0067,train,liar2_finance,1,11
train_pair_0318,train,liar2_finance,1,11
train_pair_0301,train,liar2_finance,1,11
train_pair_0256,train,liar2_finance,1,11
train_pair_0255,train,liar2_finance,1,11
train_pair_0196,train,liar2_finance,1,11
train_pair_0221,train,liar2_finance,1,11
train_pair_0538,train,liar2_finance,1,11
train_pair_0123,train,liar2_finance,1,11
train_pair_0624,train,liar2_finance,1,11
train_pair_0328,train,liar2_finance,1,11
train_pair_0505,train,liar2_finance,1,11
train_pair_0158,train,liar2_finance,1,11
train_pair_0342,train,liar2_finance,1,11
train_pair_0719,train,liar2_finance,1,11
train_pair_0093,train,liar2_finance,1,11
train_pair_0120,train,liar2_finance,1,11
train_pair_0170,train,liar2_finance,1,11
train_pair_0558,train,liar2_finance,1,11
train_pair_0184,train,liar2_finance,1,11
train_pair_0240,train,liar2_finance,1,11
train_pair_0706,train,liar2_finance,1,11
train_pair_0027,train,liar2_finance,1,11
test_pair_0036,train,liar2_finance,1,11
validation_pair_0073,train,liar2_finance,1,11
train_pair_0644,train,liar2_finance,1,11
train_pair_0521,train,liar2_finance,1,11
train_pair_0816,train,liar2_finance,1,11
train_pair_0260,train,liar2_finance,1,11
train_pair_0333,train,liar2_finance,1,11
train_pair_0286,train,liar2_finance,1,11
train_pair_0049,train,liar2_finance,1,11
train_pair_0400,train,liar2_finance,1,11
test_pair_0088,train,liar2_finance,1,11
train_pair_0539,train,liar2_finance,1,11
test_pair_0093,train,liar2_finance,1,11
train_pair_0676,train,liar2_finance,1,11
train_pair_0294,train,liar2_finance,1,11
train_pair_0578,train,liar2_finance,1,11
test_pair_0091,train,liar2_finance,1,11
test_pair_0065,train,liar2_finance,1,11
train_pair_0657,train,liar2_finance,1,11
train_pair_0477,train,liar2_finance,1,11
train_pair_0545,train,liar2_finance,1,11
train_pair_0383,train,liar2_finance,1,11
test_pair_0016,train,liar2_finance,1,11
test_pair_0018,train,liar2_finance,1,11
test_pair_0033,train,liar2_finance,1,11
train_pair_0652,train,liar2_finance,1,11
train_pair_0327,train,liar2_finance,1,11
train_pair_0763,train,liar2_finance,1,11
train_pair_0181,train,liar2_finance,1,11
train_pair_0224,train,liar2_finance,1,11
train_pair_0712,train,liar2_finance,1,11
train_pair_0223,train,liar2_finance,1,11
train_pair_0707,train,liar2_finance,1,11
train_pair_0530,train,liar2_finance,1,11
train_pair_0073,train,liar2_finance,1,11
train_pair_0183,train,liar2_finance,1,11
train_pair_0779,train,liar2_finance,1,11
train_pair_0143,train,liar2_finance,1,11
validation_pair_0054,train,liar2_finance,1,11
train_pair_0192,train,liar2_finance,1,11
train_pair_0570,train,liar2_finance,1,11
train_pair_0130,train,liar2_finance,1,11
validation_pair_0086,train,liar2_finance,1,11
train_pair_0374,train,liar2_finance,1,11
train_pair_0088,train,liar2_finance,1,11
train_pair_0522,train,liar2_finance,1,11
validation_pair_0097,train,liar2_finance,1,11
train_pair_0338,train,liar2_finance,1,11
train_pair_0711,train,liar2_finance,1,11
train_pair_0013,train,liar2_finance,1,11
train_pair_0356,train,liar2_finance,1,11
train_pair_0605,train,liar2_finance,1,11
test_pair_0038,train,liar2_finance,1,11
train_pair_0363,train,liar2_finance,1,11
train_pair_0180,train,liar2_finance,1,11
train_pair_0579,train,liar2_finance,1,11
train_pair_0210,train,liar2_finance,1,11
train_pair_0404,train,liar2_finance,1,11
train_pair_0109,train,liar2_finance,1,11
train_pair_0405,train,liar2_finance,1,11
train_pair_0758,train,liar2_finance,1,11
test_pair_0083,train,liar2_finance,1,11
train_pair_0325,train,liar2_finance,1,11
train_pair_0322,train,liar2_finance,1,11
train_pair_0566,train,liar2_finance,1,11
test_pair_0089,train,liar2_finance,1,11
train_pair_0419,train,liar2_finance,1,11
train_pair_0586,train,liar2_finance,1,11
train_pair_0136,train,liar2_finance,1,11
train_pair_0589,train,liar2_finance,1,11
train_pair_0251,train,liar2_finance,1,11
test_pair_0079,train,liar2_finance,1,11
train_pair_0559,train,liar2_finance,1,11
train_pair_0195,train,liar2_finance,1,11
test_pair_0011,train,liar2_finance,1,11
train_pair_0380,train,liar2_finance,1,11
train_pair_0176,train,liar2_finance,1,11
train_pair_0783,train,liar2_finance,1,11
train_pair_0114,train,liar2_finance,1,11
validation_pair_0087,train,liar2_finance,1,11
validation_pair_0055,train,liar2_finance,1,11
train_pair_0351,train,liar2_finance,1,11
validation_pair_0042,train,liar2_finance,1,11
train_pair_0080,train,liar2_finance,1,11
train_pair_0162,train,liar2_finance,1,11
validation_pair_0110,train,liar2_finance,1,11
train_pair_0641,train,liar2_finance,1,11
train_pair_0682,train,liar2_finance,1,11
train_pair_0810,train,liar2_finance,1,11
train_pair_0336,train,liar2_finance,1,11
validation_pair_0090,train,liar2_finance,1,11
train_pair_0614,train,liar2_finance,1,11
train_pair_0640,train,liar2_finance,1,11
train_pair_0648,train,liar2_finance,1,11
train_pair_0651,train,liar2_finance,1,11
train_pair_0464,train,liar2_finance,1,11
validation_pair_0028,train,liar2_finance,1,11
train_pair_0483,train,liar2_finance,1,11
test_pair_0053,train,liar2_finance,1,11
