matched_pair_id,pair_source,pair_role,claim,pure_binary_label,original_verdict,normalised_rating,financial_matches,word_count,pair_has_shared_concept,pair_shared_concept_count,pair_concept_jaccard,pair_word_difference,date_published,url,claim_id,row_id,finance_relevant,label_valid,standalone_claim,no_editorial_framing,keep,audit_notes,automatic_editorial_flag,automatic_long_claim_flag,automatic_large_pair_length_gap,automatic_no_shared_concept,row_risk_score,audit_priority
politifact_044,PolitiFact,genuine,"""Here in Wisconsin, we've put in previous budgets more money into mental health services than any governor has in the last 25 years.""",genuine,true,True,['budget'],23,True,1,1.0,0,2015-12-23T00:00:00,https://www.politifact.com/factchecks/2015/dec/23/scott-walker/scott-walker-says-he-put-more-funds-mental-health-/,64917,67408,yes,yes,yes,yes,no,"Individually acceptable, but the pair is removed because the misleading counterpart uses a budget measure only as the vehicle for an abortion-policy claim.",False,False,False,False,0,258
politifact_044,PolitiFact,misleading,"Says Ohio budget item later signed into law by Gov. John Kasich requires women seeking an abortion to undergo a ""mandatory vaginal probe.""",misleading,pants-fire,False,['budget'],23,True,1,1.0,0,2013-07-09T00:00:00,https://www.politifact.com/factchecks/2013/jul/09/rachel-maddow/rachel-maddow-says-ohio-budget-includes-requiremen/,71143,73644,no,yes,yes,yes,no,The substantive proposition concerns a mandatory abortion procedure; the Ohio budget is only the legislative vehicle and not the subject of the claim.,False,False,False,False,0,258
politifact_045,PolitiFact,genuine,"""Last year, we had zero percent growth in GDP in Virginia ...The only states that did worse than us were Alaska and Mississippi.""",genuine,true,True,['macroeconomy'],23,True,1,1.0,0,2015-08-25T00:00:00,https://www.politifact.com/factchecks/2015/aug/25/glen-sturtevant/glen-sturtevant-says-virginia-had-zero-percent-gro/,65179,67672,yes,yes,yes,yes,yes,,False,False,False,False,0,259
politifact_045,PolitiFact,misleading,"Says ""for the duration of this recession not a single person in government middle management has lost job or taken a pay cut.""",misleading,pants-fire,False,['macroeconomy'],23,True,1,1.0,0,2012-03-30T00:00:00,https://www.politifact.com/factchecks/2012/mar/30/jeff-kruse/did-states-middle-managers-really-avoid-pay-cuts-a/,68672,71173,yes,yes,yes,yes,yes,,False,False,False,False,0,259
politifact_046,PolitiFact,genuine,"""Jasper County in Texas raised property taxes by 7 percent in order to pay for one death penalty case.""",genuine,true,True,['tax'],19,True,1,1.0,0,2015-07-09T00:00:00,https://www.politifact.com/factchecks/2015/jul/09/ron-paul/ron-paul-says-death-penalty-trial-fueled-texas-tax/,65283,67777,yes,yes,yes,yes,yes,,False,False,False,False,0,260
politifact_046,PolitiFact,misleading,"""The increase in the garbage tax that imposed in Cranston for some people has been as much as $200.""",misleading,false,False,['tax'],19,True,1,1.0,0,2014-07-27T00:00:00,https://www.politifact.com/factchecks/2014/jul/27/kenneth-block/ken-block-says-cranston-mayor-allan-fung-increased/,66153,68650,yes,yes,yes,yes,yes,,False,False,False,False,0,260
politifact_047,PolitiFact,genuine,"Says his release of 33 years of tax returns is ""more than any presidential candidate in history.""",genuine,true,True,['tax'],17,True,1,1.0,0,2015-07-01T00:00:00,https://www.politifact.com/factchecks/2015/jul/01/jeb-bush/which-presidential-candidate-has-released-most-tax/,65311,67805,yes,yes,yes,yes,yes,,False,False,False,False,0,261
politifact_047,PolitiFact,misleading,"Says Gov. Scott Walker approved a ""gutting"" of two tax credits that help the poor and elderly.",misleading,false,False,['tax'],17,True,1,1.0,0,2012-05-10T00:00:00,https://www.politifact.com/factchecks/2012/may/10/gwen-moore/rep-gwen-moore-says-gov-scott-walker-gutted-tax-cr/,68514,71015,yes,yes,yes,yes,yes,,False,False,False,False,0,261
politifact_048,PolitiFact,genuine,"""The fastest-growing part of the Pentagon's budget are health care expenses.""",genuine,true,True,['budget'],11,True,1,1.0,0,2015-04-21T00:00:00,https://www.politifact.com/factchecks/2015/apr/21/evan-bayh/former-senator-evan-bayh-says-fastest-growing-defe/,65453,67948,yes,yes,yes,yes,yes,,False,False,False,False,0,262
politifact_048,PolitiFact,misleading,"""I've either balanced every budget or we turned back a surplus.""",misleading,false,False,['budget'],11,True,1,1.0,0,2014-08-08T00:00:00,https://www.politifact.com/factchecks/2014/aug/08/david-clarke-jr/david-clarke-jr-says-hes-never-had-budget-deficit-/,66125,68622,yes,yes,yes,yes,yes,,False,False,False,False,0,262
politifact_049,PolitiFact,genuine,"Under current conditions, by 2023, the interest payments on the national debt will be $722 billion, larger than the projected defense spending of $696 billion.",genuine,true,True,['debt'],25,True,1,1.0,0,2015-03-27T00:00:00,https://www.politifact.com/factchecks/2015/mar/27/tom-price/prices-budget-point-about-rising-deficits-money/,65519,68014,yes,yes,yes,yes,yes,,False,False,False,False,0,263
politifact_049,PolitiFact,misleading,"Says President Obama said of the national debt, ""If I don't have this done in three years, then there's going to be a one-term proposition.""",misleading,false,False,['debt'],25,True,1,1.0,0,2012-08-16T00:00:00,https://www.politifact.com/factchecks/2012/aug/16/americans-prosperity/obama-national-debt-held-accountable-one-term/,68183,70683,yes,yes,yes,yes,yes,,False,False,False,False,0,263
politifact_050,PolitiFact,genuine,The governor's budget proposal reduces the state austerity cut to education to under $500 million for 2016.,genuine,true,True,['budget'],17,True,1,1.0,0,2015-02-06T00:00:00,https://www.politifact.com/factchecks/2015/feb/06/alan-essig/essig-accurate-education-austerity-cuts-under-500-/,65643,68139,yes,yes,yes,yes,yes,,False,False,False,False,0,264
politifact_050,PolitiFact,misleading,"Milwaukee County has ""a parks capital budget that's bigger than it's been in the last 10 years.""",misleading,false,False,['budget'],17,True,1,1.0,0,2013-10-23T00:00:00,https://www.politifact.com/factchecks/2013/oct/23/chris-abele/chris-abele-says-his-budget-improvements-county-pa/,66971,69468,yes,yes,yes,yes,yes,,False,False,False,False,0,264
politifact_051,PolitiFact,genuine,"The economy is ""creating jobs at the fastest pace since 1999.""",genuine,true,True,['macroeconomy'],11,True,1,1.0,0,2015-01-21T00:00:00,https://www.politifact.com/factchecks/2015/jan/21/barack-obama/barack-obama-says-us-economy-creating-jobs-fastest/,65685,68181,yes,yes,yes,yes,yes,,False,False,False,False,0,265
politifact_051,PolitiFact,misleading,"""It's not the coronavirus that's killing people. It is the economy.""",misleading,false,False,['macroeconomy'],11,True,1,1.0,0,2020-05-14T00:00:00,https://www.politifact.com/factchecks/2020/may/14/blog-posting/false-tiktok-claim-high-unemployment-killing-more-/,74844,77409,yes,yes,yes,yes,yes,,False,False,False,False,0,265
politifact_052,PolitiFact,genuine,Mercedes said high taxes and the cost of doing business in New Jersey worked to Georgia's advantage in landing the company's USA corporate headquarters.,genuine,true,True,['tax'],24,True,1,1.0,0,2015-01-14T00:00:00,https://www.politifact.com/factchecks/2015/jan/14/mark-drewniak/new-jerseys-taxes-cost-living-paid-georgia/,65698,68194,yes,yes,yes,yes,yes,,False,False,False,False,0,266
politifact_052,PolitiFact,misleading,"Says Gov. Scott Walker ""took away $1.6 billion from schools and handed it off as over $2 billion in tax breaks to the rich.""",misleading,false,False,['tax'],24,True,1,1.0,0,2012-05-31T00:00:00,https://www.politifact.com/factchecks/2012/may/31/we-are-wisconsin/recall-union-group-says-walker-cut-school-funding-/,68444,70945,yes,yes,yes,yes,yes,,False,False,False,False,0,266
politifact_053,PolitiFact,genuine,"In the last 10 years, Georgia's middle class income has dropped $6,500.",genuine,true,True,['income'],12,True,1,1.0,0,2014-09-29T00:00:00,https://www.politifact.com/factchecks/2014/sep/29/jason-carter/carter-claim-about-median-household-income-target/,65957,68454,yes,yes,yes,yes,yes,,False,False,False,False,0,267
politifact_053,PolitiFact,misleading,"Says Sen. Jon Tester ""took an income raise in the omnibus bill.""",misleading,pants-fire,False,['income'],12,True,1,1.0,0,2018-04-20T00:00:00,https://www.politifact.com/factchecks/2018/apr/20/matthew-rosendale/did-congress-vote-give-itself-pay-raise-year/,62924,65400,yes,yes,yes,yes,yes,,False,False,False,False,0,267
politifact_054,PolitiFact,genuine,"Jason Carter backed three of Nathan Deal's budgets but accuses the governor of ""underfunding education.""",genuine,true,True,['budget'],15,True,1,1.0,0,2014-08-20T00:00:00,https://www.politifact.com/factchecks/2014/aug/20/john-padgett/gop-chair-correct-carter-voted-3-4-deal-budgets/,66075,68572,yes,yes,yes,yes,no,"Individually acceptable, but the pair is removed because the misleading counterpart is primarily a quotation/attitude claim.",False,False,False,False,0,268
politifact_054,PolitiFact,misleading,"Says NC Senate leader ""expressed disdain"" for the NC House budget vote on Sept. 11.",misleading,false,False,['budget'],15,True,1,1.0,0,2020-01-17T00:00:00,https://www.politifact.com/factchecks/2020/jan/17/deb-butler/nc-democrat-wrong-about-gop-leader-taking-jab-othe/,61652,64061,no,yes,yes,yes,no,The proposition is whether a political leader expressed disdain for a vote; the budget is contextual rather than the substantive financial claim.,False,False,False,False,0,268
politifact_055,PolitiFact,genuine,"Says the U.S. Supreme Court found that ""Social Security is not guaranteed.""",genuine,true,True,['pension'],12,True,1,1.0,0,2014-02-28T00:00:00,https://www.politifact.com/factchecks/2014/feb/28/david-jolly/david-jolly-says-social-security-not-guaranteed-ac/,66616,69113,yes,yes,yes,yes,no,"Individually acceptable, but the pair is removed because the misleading counterpart is an alleged insult rather than a claim about Social Security policy.",False,False,False,False,0,269
politifact_055,PolitiFact,misleading,"Says Nancy Pelosi called Social Security recipients ""leeches"" and ""burdens on society.""",misleading,pants-fire,False,['pension'],12,True,1,1.0,0,2020-04-17T00:00:00,https://www.politifact.com/factchecks/2020/apr/17/facebook-posts/nancy-pelosi-didnt-call-social-security-recipients/,61411,63813,no,yes,yes,yes,no,"The claim concerns whether Nancy Pelosi insulted Social Security recipients; it does not make a substantive claim about benefits, pensions, or public finance.",False,False,False,False,0,269
politifact_056,PolitiFact,genuine,"Under President George W. Bush, ""we added $4.9 trillion to the debt. Under President Obama … we've added $6.5 trillion to the debt.""",genuine,true,True,['debt'],23,True,1,1.0,0,2013-11-01T00:00:00,https://www.politifact.com/factchecks/2013/nov/01/kelly-ayotte/ayotte-counts-amount-debt-accrued-presidents-bush-/,66911,69408,yes,yes,yes,yes,yes,,False,False,False,False,0,270
politifact_056,PolitiFact,misleading,"Says under President Barack Obama, the debt increased by 23 percent, which was less than under any president going back to Ronald Reagan.",misleading,false,False,['debt'],23,True,1,1.0,0,2013-10-22T00:00:00,https://www.politifact.com/factchecks/2013/oct/22/tom-colicchio/celebrated-chef-tom-colicchio-tweets-relatively-li/,66967,69464,yes,yes,yes,yes,yes,,False,False,False,False,0,270
politifact_057,PolitiFact,genuine,"Says ""a pack-a-day smoker who quits because of the tax increase will save about $1,650 a year.""",genuine,true,True,['tax'],17,True,1,1.0,0,2013-04-15T00:00:00,https://www.politifact.com/factchecks/2013/apr/15/nancy-nathanson/would-pack-day-smoker-save-1650-year-if-they-quit-/,67475,69973,yes,yes,yes,yes,yes,,False,False,False,False,0,271
politifact_057,PolitiFact,misleading,"Says Donna Campbell is pushing a 35 percent sales tax extending to medicine, groceries and real estate.",misleading,pants-fire,False,['tax'],17,True,1,1.0,0,2012-07-27T00:00:00,https://www.politifact.com/factchecks/2012/jul/27/jeff-wentworth/jeff-wentworth-says-donna-campbell-pushing-35-perc/,70647,73148,yes,yes,yes,yes,yes,,False,False,False,False,0,271
politifact_058,PolitiFact,genuine,"Says his transportation plan ""would make Virginia the first state in the nation to eliminate the state tax on gasoline.""",genuine,true,True,['tax'],20,True,1,1.0,0,2013-01-10T00:00:00,https://www.politifact.com/factchecks/2013/jan/10/bob-mcdonnell/mcdonnell-says-his-roads-plan-would-make-virginia-/,67727,70226,yes,yes,yes,yes,yes,,False,False,False,False,0,272
politifact_058,PolitiFact,misleading,"Says Eric Trump said, ""My father's tax return is irrelevant because we're going to cancel taxes for WEALTHY people anyway.""",misleading,pants-fire,False,['tax'],20,True,1,1.0,0,2017-04-26T00:00:00,https://www.politifact.com/factchecks/2017/apr/26/democraticmomscom/fake-news-story-claims-eric-trump-said-donald-trum/,73070,75582,yes,yes,yes,yes,yes,,False,False,False,False,0,272
politifact_059,PolitiFact,genuine,Says Texas has the 15th largest economy in the world.,genuine,true,True,['macroeconomy'],10,True,1,1.0,0,2012-12-18T00:00:00,https://www.politifact.com/factchecks/2012/dec/18/texas-petition/secession-petition-says-texas-has-15th-largest-eco/,67775,70274,yes,yes,yes,yes,yes,,False,False,False,False,0,273
politifact_059,PolitiFact,misleading,Says Texas economy is about 30 percent larger than Australia's.,misleading,false,False,['macroeconomy'],10,True,1,1.0,0,2012-12-20T00:00:00,https://www.politifact.com/factchecks/2012/dec/20/larry-kilgore/larry-kilgore-says-texas-economy-about-30-percent-/,70908,73409,yes,yes,yes,yes,yes,,False,False,False,False,0,273
politifact_060,PolitiFact,genuine,Says he has never voted for raising taxes.,genuine,true,True,['tax'],8,True,1,1.0,0,2012-12-05T00:00:00,https://www.politifact.com/factchecks/2012/dec/05/saxby-chambliss/chambliss-defends-his-record-fighting-tax-increase/,67791,70290,yes,yes,yes,yes,yes,,False,False,False,False,0,274
politifact_060,PolitiFact,misleading,"Says he never voted for a ""tax increase.""",misleading,false,False,['tax'],8,True,1,1.0,0,2012-08-08T00:00:00,https://www.politifact.com/factchecks/2012/aug/08/mark-neumann/gop-wisconsin-senate-primary-mark-neumann-says-4-y/,70667,73168,yes,yes,yes,yes,yes,,False,False,False,False,0,274
politifact_061,PolitiFact,genuine,"Says that in 2011, Oregon had ""the second fastest growing economy in the nation.""",genuine,true,True,['macroeconomy'],14,True,1,1.0,0,2012-12-05T00:00:00,https://www.politifact.com/factchecks/2012/dec/05/john-kitzhaber/did-oregon-have-nations-second-fastest-growing-eco/,67794,70293,yes,yes,yes,yes,no,"Individually acceptable, but the pair is removed because the misleading counterpart is incomplete without its missing subject.",False,False,False,False,0,275
politifact_061,PolitiFact,misleading,"""I can tell you with certainty would have a devastating impact on our economy.""",misleading,false,False,['macroeconomy'],14,True,1,1.0,0,2015-04-23T00:00:00,https://www.politifact.com/factchecks/2015/apr/23/marco-rubio/rubio-cap-and-trade-would-hurt-economy-might-not-h/,65463,67958,yes,yes,no,yes,no,The statement says something 'would have a devastating impact' but does not identify what policy or event is being discussed.,False,False,False,False,0,275
politifact_062,PolitiFact,genuine,"Says that ""Tennessee law requires that schools receive half of proceeds -- $31 million per year"" -- from a half-cent increase in the Shelby County sales tax.",genuine,true,True,['tax'],27,True,1,1.0,0,2012-11-04T00:00:00,https://www.politifact.com/factchecks/2012/nov/04/stand-children-tennessee/schools-must-get-half-proceeds-county-sales-tax-in/,67822,70321,yes,yes,yes,yes,yes,,False,False,False,False,0,276
politifact_062,PolitiFact,misleading,"Says Gov. Chris Christie has embarked on a tour to ""demand that New Jersey's Democratic legislature approve an immediate tax cut that would disproportionately benefit the wealthiest.""",misleading,false,False,['tax'],27,True,1,1.0,0,2012-09-02T00:00:00,https://www.politifact.com/factchecks/2012/sep/02/barbara-buono/barbara-buono-says-chris-christie-embarked-tour-de/,68102,70602,yes,yes,yes,yes,yes,,False,False,False,False,0,276
politifact_063,PolitiFact,genuine,Says Obama promised to cut the deficit in half.,genuine,true,True,['deficit'],9,True,1,1.0,0,2012-10-04T00:00:00,https://www.politifact.com/factchecks/2012/oct/04/mitt-romney/romney-says-obama-promised-cut-deficit-half/,67973,70472,yes,yes,yes,yes,no,"Individually acceptable, but the pair is removed because the misleading counterpart is grammatically incomplete.",False,False,False,False,0,277
politifact_063,PolitiFact,misleading,"""The CBO says is $3 trillion of deficit spending.""",misleading,false,False,['deficit'],9,True,1,1.0,0,2021-12-14T00:00:00,https://www.politifact.com/factchecks/2021/dec/14/lindsey-graham/sen-grahams-false-claim-about-build-back-better-ad/,76314,78938,yes,yes,no,yes,no,"Malformed sentence ('The CBO says is...') with the subject of the estimate missing, so it is not a clean standalone proposition.",False,False,False,False,0,277
politifact_064,PolitiFact,genuine,"Says U.S. Rep. Paul Ryan attacked the president for ""the same amount of Medicare savings that had in his own budget.""",genuine,true,True,['budget'],21,True,1,1.0,0,2012-09-06T00:00:00,https://www.politifact.com/factchecks/2012/sep/06/bill-clinton/clinton-says-ryan-attacked-obama-medicare-cuts-ref/,68084,70584,yes,yes,yes,yes,yes,,False,False,False,False,0,278
politifact_064,PolitiFact,misleading,"The Congressional Budget Office ""has already doubled its estimate for the cost so far from roughly $800 billion to $1.7 trillion.""",misleading,false,False,['budget'],21,True,1,1.0,0,2012-08-02T00:00:00,https://www.politifact.com/factchecks/2012/aug/02/michael-riley/ri-congressional-candidate-michael-riley-says-cong/,68246,70746,yes,yes,yes,yes,yes,,False,False,False,False,0,278
politifact_065,PolitiFact,genuine,"Says Mitt Romney ""wants to end tax credits for wind producers.""",genuine,true,True,['tax'],11,True,1,1.0,0,2012-08-14T00:00:00,https://www.politifact.com/factchecks/2012/aug/14/barack-obama/obama-says-romney-would-end-wind-power-tax-credits/,68177,70677,yes,yes,yes,yes,yes,,False,False,False,False,0,279
politifact_065,PolitiFact,misleading,"Congressional Black Caucus introduces bill to ""tax people for being white.""",misleading,pants-fire,False,['tax'],11,True,1,1.0,0,2018-04-11T00:00:00,https://www.politifact.com/factchecks/2018/apr/11/international-news-trends/no-black-congressional-leaders-didnt-propose-tax-w/,62941,65417,yes,yes,yes,yes,yes,,False,False,False,False,0,279
politifact_066,PolitiFact,genuine,Says Paul Ryan's budget relies on the same $700 billion in savings from Medicare that Mitt Romney and other Republicans have been attacking Democrats about.,genuine,true,True,['budget'],25,True,1,1.0,0,2012-08-15T00:00:00,https://www.politifact.com/factchecks/2012/aug/15/stephanie-cutter/ryans-plan-includes-700-billion-medicare-cuts-says/,68181,70681,yes,yes,yes,yes,yes,,False,False,False,False,0,280
politifact_066,PolitiFact,misleading,"Says that his transportation budget and Ohio Turnpike plan ""would make sure we have lower tolls than we've had through the history of the turnpike.""",misleading,pants-fire,False,['budget'],25,True,1,1.0,0,2013-04-08T00:00:00,https://www.politifact.com/factchecks/2013/apr/08/john-kasich/gov-john-kasich-says-his-turnpike-plan-would-lower/,67493,69992,yes,yes,yes,yes,yes,,False,False,False,False,0,280
politifact_067,PolitiFact,genuine,"The property appraiser's budget ""is $1 million less today than when I took office 16 years ago.""",genuine,true,True,['budget'],17,True,1,1.0,0,2012-08-10T00:00:00,https://www.politifact.com/factchecks/2012/aug/10/rob-turner/rob-turner-says-property-appraisers-budget-1-milli/,68200,70700,yes,yes,yes,yes,yes,,False,False,False,False,0,281
politifact_067,PolitiFact,misleading,"Says ""city leadership is threatening to lay off police and emergency services personnel to balance the budget.""",misleading,false,False,['budget'],17,True,1,1.0,0,2012-06-03T00:00:00,https://www.politifact.com/factchecks/2012/jun/03/memphis-police-association/memphis-police-union-says-mayor-wharton-threatened/,70544,73045,yes,yes,yes,yes,yes,,False,False,False,False,0,281
politifact_068,PolitiFact,genuine,"Says Jim Frishe wanted to ""tax us for doing our taxes"" through an accountant.",genuine,true,True,['tax'],14,True,1,1.0,0,2012-07-20T00:00:00,https://www.politifact.com/factchecks/2012/jul/20/accountability-government/attack-ad-says-jim-frishe-raised-taxes-accountants/,68273,70773,yes,yes,yes,yes,yes,,False,False,False,False,0,282
politifact_068,PolitiFact,misleading,"""President Zelenskyy's wife orders 4 million dollar Bugatti"" in Paris with U.S. tax money.",misleading,false,False,['tax'],14,True,1,1.0,0,2024-07-03T00:00:00,https://www.politifact.com/factchecks/2024/jul/03/instagram-posts/ukraine-president-first-lady-didnt-purchase-4-mill/,58607,60871,yes,yes,yes,yes,yes,,False,False,False,False,0,282
politifact_069,PolitiFact,genuine,Says New Hampshire has the third-highest property tax in the country.,genuine,true,True,['tax'],11,True,1,1.0,0,2012-07-23T00:00:00,https://www.politifact.com/factchecks/2012/jul/23/jackie-cilley/no-income-or-sales-tax-new-hampshire-does-rely-hea/,68277,70777,yes,yes,yes,yes,yes,,False,False,False,False,0,283
politifact_069,PolitiFact,misleading,"Says Thom Tillis ""gives tax breaks to yacht and jet owners.""",misleading,false,False,['tax'],11,True,1,1.0,0,2014-08-26T00:00:00,https://www.politifact.com/factchecks/2014/aug/26/senate-majority-pac/ad-says-senate-candidate-thom-tillis-gave-tax-brea/,66058,68555,yes,yes,yes,yes,yes,,False,False,False,False,0,283
politifact_070,PolitiFact,genuine,"Says Mitt Romney ""had millions in a Swiss bank account.""",genuine,true,True,['banking'],10,True,1,1.0,0,2012-07-16T00:00:00,https://www.politifact.com/factchecks/2012/jul/16/barack-obama/mitt-romney-had-millions-swiss-bank-account-barack/,68295,70795,yes,yes,yes,yes,yes,,False,False,False,False,0,284
politifact_070,PolitiFact,misleading,Says President Joe Biden was recorded talking about bank collapse.,misleading,pants-fire,False,['banking'],10,True,1,1.0,0,2023-03-20T00:00:00,https://www.politifact.com/factchecks/2023/mar/20/tiktok-posts/audio-clip-president-joe-biden-talking-about-bank/,77312,79985,yes,yes,yes,yes,yes,,False,False,False,False,0,284
politifact_071,PolitiFact,genuine,"Says Mitt Romney had millions in the Cayman Islands, a tax haven.",genuine,true,True,['tax'],12,True,1,1.0,0,2012-07-17T00:00:00,https://www.politifact.com/factchecks/2012/jul/17/barack-obama/obama-ad-says-romney-stashed-money-cayman-islands/,68299,70799,yes,yes,yes,yes,yes,,False,False,False,False,0,285
